rps,duration (ms),status
560,415.2,OK
560,480.5,OK
560,315.5,OK
560,394.7,OK
560,399.2,OK
560,312.59999999999997,OK
560,475.5,OK
560,414.4,OK
560,408.1,OK
560,231.3,OK
560,411.2,OK
560,330.90000000000003,OK
560,380.40000000000003,OK
560,487.8,OK
560,378.40000000000003,OK
560,411.1,OK
560,305.3,OK
560,402.3,OK
560,488.5,OK
560,382.5,OK
560,388.2,OK
560,478.3,OK
560,488.3,OK
560,401.9,OK
560,400.0,OK
560,317.40000000000003,OK
560,303.0,OK
560,392.2,OK
560,303.59999999999997,OK
560,477.2,OK
560,390.29999999999995,OK
560,389.90000000000003,OK
560,310.0,OK
560,320.6,OK
560,303.0,OK
560,399.8,OK
560,490.5,OK
560,307.90000000000003,OK
560,319.90000000000003,OK
560,300.5,OK
560,398.2,OK
560,401.7,OK
560,411.9,OK
560,418.7,OK
560,403.1,OK
560,389.29999999999995,OK
560,378.09999999999997,OK
560,290.6,OK
560,389.6,OK
560,417.0,OK
560,406.6,OK
560,681.9,OK
560,385.6,OK
560,397.1,OK
560,397.3,OK
560,221.1,OK
560,376.7,OK
560,290.9,OK
560,412.5,OK
560,392.40000000000003,OK
560,498.8,OK
560,477.8,OK
560,313.09999999999997,OK
560,405.0,OK
560,388.29999999999995,OK
560,317.8,OK
560,490.8,OK
560,414.0,OK
560,592.3000000000001,OK
560,398.9,OK
560,398.4,OK
560,407.4,OK
560,408.3,OK
560,309.0,OK
560,304.09999999999997,OK
560,381.7,OK
560,482.0,OK
560,410.1,OK
560,483.09999999999997,OK
560,392.1,OK
560,303.3,OK
560,490.0,OK
560,390.7,OK
560,398.1,OK
560,393.8,OK
560,310.40000000000003,OK
560,401.9,OK
560,407.8,OK
560,301.20000000000005,OK
560,395.3,OK
560,312.0,OK
560,396.6,OK
560,399.1,OK
560,400.6,OK
560,395.0,OK
560,412.1,OK
560,480.5,OK
560,501.2,OK
560,412.5,OK
560,307.40000000000003,OK
560,307.59999999999997,OK
560,395.5,OK
560,400.2,OK
560,319.90000000000003,OK
560,402.2,OK
560,394.2,OK
560,317.0,OK
560,411.7,OK
560,317.59999999999997,OK
560,388.79999999999995,OK
560,477.6,OK
560,490.8,OK
560,496.40000000000003,OK
560,386.2,OK
560,422.5,OK
560,307.3,OK
560,322.2,OK
560,306.5,OK
560,487.8,OK
560,487.9,OK
560,395.8,OK
560,307.0,OK
560,403.2,OK
560,316.0,OK
560,316.0,OK
560,296.20000000000005,OK
560,393.8,OK
560,477.0,OK
560,488.4,OK
560,316.8,OK
560,316.8,OK
560,402.5,OK
560,407.6,OK
560,300.0,OK
560,377.09999999999997,OK
560,394.6,OK
560,477.4,OK
560,319.7,OK
560,377.09999999999997,OK
560,481.1,OK
560,401.0,OK
560,387.79999999999995,OK
560,303.59999999999997,OK
560,311.40000000000003,OK
560,387.79999999999995,OK
560,321.6,OK
560,401.1,OK
560,410.2,OK
560,387.29999999999995,OK
560,301.3,OK
560,312.0,OK
560,301.09999999999997,OK
560,388.79999999999995,OK
560,398.7,OK
560,418.8,OK
560,490.5,OK
560,485.0,OK
560,397.5,OK
560,299.8,OK
560,301.20000000000005,OK
560,390.5,OK
560,387.5,OK
560,407.4,OK
560,405.3,OK
560,405.2,OK
560,507.70000000000005,OK
560,309.5,OK
560,303.9,OK
560,392.7,OK
560,381.6,OK
560,392.90000000000003,OK
560,302.0,OK
560,419.4,OK
560,399.7,OK
560,291.1,OK
560,390.2,OK
560,394.5,OK
560,299.09999999999997,OK
560,298.9,OK
560,393.40000000000003,OK
560,392.5,OK
560,398.7,OK
560,407.2,OK
560,389.6,OK
560,395.0,OK
560,317.7,OK
560,217.29999999999998,OK
560,381.2,OK
560,385.90000000000003,OK
560,302.20000000000005,OK
560,308.0,OK
560,408.1,OK
560,301.09999999999997,OK
560,409.9,OK
560,298.5,OK
560,410.8,OK
560,390.7,OK
560,305.8,OK
560,390.6,OK
560,406.1,OK
560,418.8,OK
560,309.09999999999997,OK
560,499.40000000000003,OK
560,303.9,OK
560,297.59999999999997,OK
560,379.40000000000003,OK
560,402.2,OK
560,391.5,OK
560,395.2,OK
560,410.7,OK
560,312.90000000000003,OK
560,394.0,OK
560,396.1,OK
560,309.40000000000003,OK
560,386.0,OK
560,392.1,OK
560,388.1,OK
560,312.09999999999997,OK
560,413.5,OK
560,316.2,OK
560,382.0,OK
560,298.70000000000005,OK
560,401.0,OK
560,296.8,OK
560,394.9,OK
